##################################################################################
# Grid of water world sub-Neptune atmospheric escape models 
#   wind-ae (Broome+2025)
#
# Atmosphere Composition
#  HI: 1.12e-01
#  OI: 8.88e-01
#
# Parameters:
#   Mp: planet mass (M_earth)
#   Rp: planet radius (R_earth)
#   grav: planet gravity (m/s^2)
#   Teq: equilibrium temperature (K)
#   a: semi-major axis (au)
#   Fxuv: total XUV flux at planet's orbit (Fuv_earth)
#   mstar: stellar mass (Msun)
#   lstar: stellar luminosity (Lsun)
#   Mdot: atmospheric mass-loss rate (kg/s)
#   Mdot_OW17: atmospheric mass-loss rate from Owen & Wu 2017 (kg/s) [IGNORE FOR NOW]
#   ramp_to: 0- ramp success, else- ramp failed
#   run_wind: sim.run_wind() output. 0- wind launched, else- wind failed
#   rochelim: 0- planet outside Roche limit, 1- planet within Roche limit
#
# Created: November 03, 2025
# Units: SI, astronomical
# Pure H2O atmosphere, no conductive or bolometric heat/cool, static bcs.
##################################################################################

Mp	Rp	grav	Teq	a	Fxuv	mstar	lstar	Mdot	MdotOW17	ramp_to	run_wind	rochelim
18.00000	4.93500	7.240000	1500	0.00117	1.76388e+02	0.100	0.00115	0.00000e+00	3.96624e+08	10	1	1
18.00000	4.93500	7.240000	1500	0.00117	2.36354e+03	0.100	0.00115	0.00000e+00	3.96624e+08	10	1	1
18.00000	4.93500	7.240000	1500	0.00289	7.33145e-02	0.220	0.00707	0.00000e+00	4.70717e+09	10	1	1
18.00000	4.93500	7.240000	1500	0.00289	9.82388e-01	0.220	0.00707	0.00000e+00	4.70717e+09	10	1	1
18.00000	4.93500	7.240000	1500	0.00289	1.31636e+01	0.220	0.00707	0.00000e+00	4.70717e+09	10	1	1
18.00000	4.93500	7.240000	1500	0.00289	1.76388e+02	0.220	0.00707	0.00000e+00	4.70717e+09	10	1	1
18.00000	4.93500	7.240000	1500	0.00289	2.36354e+03	0.220	0.00707	0.00000e+00	4.70717e+09	10	1	1
18.00000	4.93500	7.240000	1500	0.00414	7.33145e-02	0.300	0.01442	0.00000e+00	1.42602e+10	10	1	1
18.00000	4.93500	7.240000	1500	0.00414	9.82388e-01	0.300	0.01442	0.00000e+00	1.42602e+10	10	1	1
18.00000	4.93500	7.240000	1500	0.00414	1.31636e+01	0.300	0.01442	0.00000e+00	1.42602e+10	10	1	1
18.00000	4.93500	7.240000	1500	0.00414	1.76388e+02	0.300	0.01442	0.00000e+00	1.42602e+10	10	1	1
18.00000	4.93500	7.240000	1500	0.00414	2.36354e+03	0.300	0.01442	0.00000e+00	1.42602e+10	10	1	1
18.00000	4.93500	7.240000	1500	0.01041	7.33145e-02	0.550	0.09151	3.56718e+04	1.85647e+09	1	0	0
18.00000	4.93500	7.240000	1500	0.01041	9.82388e-01	0.550	0.09151	8.87433e+05	1.85647e+09	0	0	0
18.00000	4.93500	7.240000	1500	0.01041	1.31636e+01	0.550	0.09151	7.71049e+06	1.85647e+09	0	0	0
18.00000	4.93500	7.240000	1500	0.01041	1.76388e+02	0.550	0.09151	3.85668e+07	1.85647e+09	0	0	0
18.00000	4.93500	7.240000	1500	0.01041	2.36354e+03	0.550	0.09151	1.05138e+08	1.85647e+09	0	0	0
18.00000	4.93500	7.240000	1500	0.03443	7.33145e-02	1.000	1.00000	6.69096e+02	4.62596e+07	0	0	0
18.00000	4.93500	7.240000	1500	0.03443	9.82388e-01	1.000	1.00000	7.25112e+03	4.62596e+07	0	0	0
18.00000	4.93500	7.240000	1500	0.03443	1.31636e+01	1.000	1.00000	6.90228e+04	4.62596e+07	0	0	0
18.00000	4.93500	7.240000	1500	0.03443	1.76388e+02	1.000	1.00000	8.62977e+05	4.62596e+07	0	0	0
18.00000	4.93500	7.240000	1500	0.03443	2.36354e+03	1.000	1.00000	1.30373e+07	4.62596e+07	0	0	0
18.00000	3.54889	14.000000	400	0.01644	7.33145e-02	0.100	0.00115	1.68157e-01	8.77719e+06	0	0	0
18.00000	3.54889	14.000000	400	0.01644	9.82388e-01	0.100	0.00115	7.68581e+00	8.77719e+06	0	0	0
18.00000	3.54889	14.000000	400	0.01644	1.31636e+01	0.100	0.00115	2.85937e+02	8.77719e+06	0	0	0
18.00000	3.54889	14.000000	400	0.01644	1.76388e+02	0.100	0.00115	8.36903e+03	8.77719e+06	0	0	0
18.00000	3.54889	14.000000	400	0.01644	2.36354e+03	0.100	0.00115	2.77652e+05	8.77719e+06	0	0	0
18.00000	3.54889	14.000000	400	0.04070	7.33145e-02	0.220	0.00707	0.00000e+00	6.08713e+06	10	1	1
18.00000	3.54889	14.000000	400	0.04070	9.82388e-01	0.220	0.00707	0.00000e+00	6.08713e+06	10	1	1
18.00000	3.54889	14.000000	400	0.04070	1.31636e+01	0.220	0.00707	1.95745e+01	6.08713e+06	0	0	0
18.00000	3.54889	14.000000	400	0.04070	1.76388e+02	0.220	0.00707	1.11142e+03	6.08713e+06	0	0	0
18.00000	3.54889	14.000000	400	0.04070	2.36354e+03	0.220	0.00707	0.00000e+00	6.08713e+06	10	1	1
18.00000	3.54889	14.000000	400	0.05815	7.33145e-02	0.300	0.01442	0.00000e+00	3.16284e+06	10	1	1
18.00000	3.54889	14.000000	400	0.05815	9.82388e-01	0.300	0.01442	7.32508e-02	3.16284e+06	0	0	0
18.00000	3.54889	14.000000	400	0.05815	1.31636e+01	0.300	0.01442	9.58210e+00	3.16284e+06	0	0	0
18.00000	3.54889	14.000000	400	0.05815	1.76388e+02	0.300	0.01442	6.81606e+02	3.16284e+06	0	0	0
18.00000	3.54889	14.000000	400	0.05815	2.36354e+03	0.300	0.01442	0.00000e+00	3.16284e+06	10	1	1
18.00000	3.54889	14.000000	400	0.14646	7.33145e-02	0.550	0.09151	0.00000e+00	4.71803e+05	10	1	1
18.00000	3.54889	14.000000	400	0.14646	9.82388e-01	0.550	0.09151	1.57039e-01	4.71803e+05	0	0	0
18.00000	3.54889	14.000000	400	0.14646	1.31636e+01	0.550	0.09151	0.00000e+00	4.71803e+05	10	1	1
18.00000	3.54889	14.000000	400	0.14646	1.76388e+02	0.550	0.09151	0.00000e+00	4.71803e+05	10	1	1
18.00000	3.54889	14.000000	400	0.14646	2.36354e+03	0.550	0.09151	0.00000e+00	4.71803e+05	10	1	1
18.00000	3.54889	14.000000	400	0.48417	7.33145e-02	1.000	1.00000	0.00000e+00	4.18308e+04	10	1	1
18.00000	3.54889	14.000000	400	0.48417	9.82388e-01	1.000	1.00000	0.00000e+00	4.18308e+04	10	1	1
18.00000	3.54889	14.000000	400	0.48417	1.31636e+01	1.000	1.00000	0.00000e+00	4.18308e+04	10	1	1
18.00000	3.54889	14.000000	400	0.48417	1.76388e+02	1.000	1.00000	0.00000e+00	4.18308e+04	10	1	1
18.00000	3.54889	14.000000	400	0.48417	2.36354e+03	1.000	1.00000	0.00000e+00	4.18308e+04	10	1	1
18.00000	3.54889	14.000000	675	0.00577	7.33145e-02	0.100	0.00115	4.37605e+03	1.52394e+08	0	0	0
18.00000	3.54889	14.000000	675	0.00577	9.82388e-01	0.100	0.00115	5.29754e+04	1.52394e+08	0	0	0
18.00000	3.54889	14.000000	675	0.00577	1.31636e+01	0.100	0.00115	4.86268e+05	1.52394e+08	0	0	0
18.00000	3.54889	14.000000	675	0.00577	1.76388e+02	0.100	0.00115	2.48700e+06	1.52394e+08	0	0	0
18.00000	3.54889	14.000000	675	0.00577	2.36354e+03	0.100	0.00115	1.70614e+07	1.52394e+08	0	0	0
18.00000	3.54889	14.000000	675	0.01429	7.33145e-02	0.220	0.00707	1.22743e+01	6.70774e+07	0	0	0
18.00000	3.54889	14.000000	675	0.01429	9.82388e-01	0.220	0.00707	1.69745e+02	6.70774e+07	0	0	0
18.00000	3.54889	14.000000	675	0.01429	1.31636e+01	0.220	0.00707	2.85041e+03	6.70774e+07	0	0	0
18.00000	3.54889	14.000000	675	0.01429	1.76388e+02	0.220	0.00707	5.71182e+04	6.70774e+07	0	0	0
18.00000	3.54889	14.000000	675	0.01429	2.36354e+03	0.220	0.00707	1.27878e+06	6.70774e+07	0	0	0
18.00000	3.54889	14.000000	675	0.02042	7.33145e-02	0.300	0.01442	6.76587e-01	3.20954e+07	0	0	0
18.00000	3.54889	14.000000	675	0.02042	9.82388e-01	0.300	0.01442	2.19525e+01	3.20954e+07	0	0	0
18.00000	3.54889	14.000000	675	0.02042	1.31636e+01	0.300	0.01442	6.25975e+02	3.20954e+07	0	0	0
18.00000	3.54889	14.000000	675	0.02042	1.76388e+02	0.300	0.01442	1.59301e+04	3.20954e+07	0	0	0
18.00000	3.54889	14.000000	675	0.02042	2.36354e+03	0.300	0.01442	4.67059e+05	3.20954e+07	0	0	0
18.00000	3.54889	14.000000	675	0.05143	7.33145e-02	0.550	0.09151	0.00000e+00	4.22119e+06	10	1	1
18.00000	3.54889	14.000000	675	0.05143	9.82388e-01	0.550	0.09151	0.00000e+00	4.22119e+06	10	1	1
18.00000	3.54889	14.000000	675	0.05143	1.31636e+01	0.550	0.09151	2.45450e+01	4.22119e+06	0	0	0
18.00000	3.54889	14.000000	675	0.05143	1.76388e+02	0.550	0.09151	1.30211e+03	4.22119e+06	0	0	0
18.00000	3.54889	14.000000	675	0.05143	2.36354e+03	0.550	0.09151	0.00000e+00	4.22119e+06	10	1	1
18.00000	3.54889	14.000000	675	0.17002	7.33145e-02	1.000	1.00000	0.00000e+00	3.51013e+05	10	1	1
18.00000	3.54889	14.000000	675	0.17002	9.82388e-01	1.000	1.00000	0.00000e+00	3.51013e+05	10	1	1
18.00000	3.54889	14.000000	675	0.17002	1.31636e+01	1.000	1.00000	0.00000e+00	3.51013e+05	10	1	1
18.00000	3.54889	14.000000	675	0.17002	1.76388e+02	1.000	1.00000	0.00000e+00	3.51013e+05	10	1	1
18.00000	3.54889	14.000000	675	0.17002	2.36354e+03	1.000	1.00000	0.00000e+00	3.51013e+05	10	1	1
18.00000	3.54889	14.000000	950	0.00291	7.33145e-02	0.100	0.00115	0.00000e+00	2.21924e+10	10	1	1
18.00000	3.54889	14.000000	950	0.00291	9.82388e-01	0.100	0.00115	0.00000e+00	2.21924e+10	10	1	1
18.00000	3.54889	14.000000	950	0.00291	1.31636e+01	0.100	0.00115	0.00000e+00	2.21924e+10	10	1	1
18.00000	3.54889	14.000000	950	0.00291	1.76388e+02	0.100	0.00115	0.00000e+00	2.21924e+10	10	1	1
18.00000	3.54889	14.000000	950	0.00291	2.36354e+03	0.100	0.00115	0.00000e+00	2.21924e+10	10	1	1
18.00000	3.54889	14.000000	950	0.00722	7.33145e-02	0.220	0.00707	5.54199e+03	5.08505e+08	0	0	0
18.00000	3.54889	14.000000	950	0.00722	9.82388e-01	0.220	0.00707	6.77890e+04	5.08505e+08	0	0	0
18.00000	3.54889	14.000000	950	0.00722	1.31636e+01	0.220	0.00707	6.49797e+05	5.08505e+08	0	0	0
18.00000	3.54889	14.000000	950	0.00722	1.76388e+02	0.220	0.00707	3.26829e+06	5.08505e+08	0	0	0
18.00000	3.54889	14.000000	950	0.00722	2.36354e+03	0.220	0.00707	1.94700e+07	5.08505e+08	0	0	0
18.00000	3.54889	14.000000	950	0.01031	7.33145e-02	0.300	0.01442	6.62691e+02	1.95219e+08	0	0	0
18.00000	3.54889	14.000000	950	0.01031	9.82388e-01	0.300	0.01442	7.61068e+03	1.95219e+08	0	0	0
18.00000	3.54889	14.000000	950	0.01031	1.31636e+01	0.300	0.01442	6.76437e+04	1.95219e+08	0	0	0
18.00000	3.54889	14.000000	950	0.01031	1.76388e+02	0.300	0.01442	6.00868e+05	1.95219e+08	0	0	0
18.00000	3.54889	14.000000	950	0.01031	2.36354e+03	0.300	0.01442	7.45317e+06	1.95219e+08	0	0	0
18.00000	3.54889	14.000000	950	0.02597	7.33145e-02	0.550	0.09151	4.53428e-01	1.95716e+07	0	0	0
18.00000	3.54889	14.000000	950	0.02597	9.82388e-01	0.550	0.09151	1.64342e+01	1.95716e+07	0	0	0
18.00000	3.54889	14.000000	950	0.02597	1.31636e+01	0.550	0.09151	5.01908e+02	1.95716e+07	0	0	0
18.00000	3.54889	14.000000	950	0.02597	1.76388e+02	0.550	0.09151	1.32638e+04	1.95716e+07	0	0	0
18.00000	3.54889	14.000000	950	0.02597	2.36354e+03	0.550	0.09151	4.03276e+05	1.95716e+07	0	0	0
18.00000	3.54889	14.000000	950	0.08584	7.33145e-02	1.000	1.00000	0.00000e+00	1.45349e+06	10	1	1
18.00000	3.54889	14.000000	950	0.08584	9.82388e-01	1.000	1.00000	0.00000e+00	1.45349e+06	10	1	1
18.00000	3.54889	14.000000	950	0.08584	1.31636e+01	1.000	1.00000	9.80205e+00	1.45349e+06	0	0	0
18.00000	3.54889	14.000000	950	0.08584	1.76388e+02	1.000	1.00000	0.00000e+00	1.45349e+06	10	1	1
18.00000	3.54889	14.000000	950	0.08584	2.36354e+03	1.000	1.00000	0.00000e+00	1.45349e+06	10	1	1
18.00000	3.54889	14.000000	1225	0.00175	7.33145e-02	0.100	0.00115	0.00000e+00	1.18792e+09	10	1	1
18.00000	3.54889	14.000000	1225	0.00175	9.82388e-01	0.100	0.00115	0.00000e+00	1.18792e+09	10	1	1
18.00000	3.54889	14.000000	1225	0.00175	1.31636e+01	0.100	0.00115	0.00000e+00	1.18792e+09	10	1	1
18.00000	3.54889	14.000000	1225	0.00175	1.76388e+02	0.100	0.00115	0.00000e+00	1.18792e+09	10	1	1
18.00000	3.54889	14.000000	1225	0.00175	2.36354e+03	0.100	0.00115	0.00000e+00	1.18792e+09	10	1	1
18.00000	3.54889	14.000000	1225	0.00434	7.33145e-02	0.220	0.00707	0.00000e+00	8.56232e+09	10	1	1
18.00000	3.54889	14.000000	1225	0.00434	9.82388e-01	0.220	0.00707	0.00000e+00	8.56232e+09	10	1	1
18.00000	3.54889	14.000000	1225	0.00434	1.31636e+01	0.220	0.00707	0.00000e+00	8.56232e+09	10	1	1
18.00000	3.54889	14.000000	1225	0.00434	1.76388e+02	0.220	0.00707	0.00000e+00	8.56232e+09	10	1	1
18.00000	3.54889	14.000000	1225	0.00434	2.36354e+03	0.220	0.00707	0.00000e+00	8.56232e+09	10	1	1
18.00000	3.54889	14.000000	1225	0.00620	7.33145e-02	0.300	0.01442	0.00000e+00	1.34485e+09	10	1	1
18.00000	3.54889	14.000000	1225	0.00620	9.82388e-01	0.300	0.01442	0.00000e+00	1.34485e+09	10	1	1
18.00000	3.54889	14.000000	1225	0.00620	1.31636e+01	0.300	0.01442	0.00000e+00	1.34485e+09	10	1	1
18.00000	3.54889	14.000000	1225	0.00620	1.76388e+02	0.300	0.01442	0.00000e+00	1.34485e+09	10	1	1
18.00000	3.54889	14.000000	1225	0.00620	2.36354e+03	0.300	0.01442	0.00000e+00	1.34485e+09	10	1	1
18.00000	3.54889	14.000000	1225	0.01562	7.33145e-02	0.550	0.09151	1.06154e+02	7.05618e+07	0	0	0
18.00000	3.54889	14.000000	1225	0.01562	9.82388e-01	0.550	0.09151	1.21050e+03	7.05618e+07	0	0	0
18.00000	3.54889	14.000000	1225	0.01562	1.31636e+01	0.550	0.09151	1.24889e+04	7.05618e+07	0	0	0
18.00000	3.54889	14.000000	1225	0.01562	1.76388e+02	0.550	0.09151	1.79436e+05	7.05618e+07	0	0	0
18.00000	3.54889	14.000000	1225	0.01562	2.36354e+03	0.550	0.09151	3.11413e+06	7.05618e+07	0	0	0
18.00000	3.54889	14.000000	1225	0.05162	7.33145e-02	1.000	1.00000	7.79036e-03	4.33828e+06	0	0	0
18.00000	3.54889	14.000000	1225	0.05162	9.82388e-01	1.000	1.00000	6.32346e-01	4.33828e+06	0	0	0
18.00000	3.54889	14.000000	1225	0.05162	1.31636e+01	1.000	1.00000	5.00530e+01	4.33828e+06	0	0	0
18.00000	3.54889	14.000000	1225	0.05162	1.76388e+02	1.000	1.00000	2.17307e+03	4.33828e+06	0	0	0
18.00000	3.54889	14.000000	1225	0.05162	2.36354e+03	1.000	1.00000	0.00000e+00	4.33828e+06	10	1	1
18.00000	3.54889	14.000000	1500	0.00117	7.33145e-02	0.100	0.00115	0.00000e+00	3.67426e+08	10	1	1
18.00000	3.54889	14.000000	1500	0.00117	9.82388e-01	0.100	0.00115	0.00000e+00	3.67426e+08	10	1	1
18.00000	3.54889	14.000000	1500	0.00117	1.31636e+01	0.100	0.00115	0.00000e+00	3.67426e+08	10	1	1
18.00000	3.54889	14.000000	1500	0.00117	1.76388e+02	0.100	0.00115	0.00000e+00	3.67426e+08	10	1	1
18.00000	3.54889	14.000000	1500	0.00117	2.36354e+03	0.100	0.00115	0.00000e+00	3.67426e+08	10	1	1
18.00000	3.54889	14.000000	1500	0.00289	7.33145e-02	0.220	0.00707	0.00000e+00	1.58044e+10	10	1	1
18.00000	3.54889	14.000000	1500	0.00289	9.82388e-01	0.220	0.00707	0.00000e+00	1.58044e+10	10	1	1
18.00000	3.54889	14.000000	1500	0.00289	1.31636e+01	0.220	0.00707	0.00000e+00	1.58044e+10	10	1	1
18.00000	3.54889	14.000000	1500	0.00289	1.76388e+02	0.220	0.00707	0.00000e+00	1.58044e+10	10	1	1
18.00000	3.54889	14.000000	1500	0.00289	2.36354e+03	0.220	0.00707	0.00000e+00	1.58044e+10	10	1	1
18.00000	3.54889	14.000000	1500	0.00414	7.33145e-02	0.300	0.01442	0.00000e+00	8.89252e+10	10	1	1
18.00000	3.54889	14.000000	1500	0.00414	9.82388e-01	0.300	0.01442	0.00000e+00	8.89252e+10	10	1	1
18.00000	3.54889	14.000000	1500	0.00414	1.31636e+01	0.300	0.01442	0.00000e+00	8.89252e+10	10	1	1
18.00000	3.54889	14.000000	1500	0.00414	1.76388e+02	0.300	0.01442	0.00000e+00	8.89252e+10	10	1	1
18.00000	3.54889	14.000000	1500	0.00414	2.36354e+03	0.300	0.01442	0.00000e+00	8.89252e+10	10	1	1
18.00000	3.54889	14.000000	1500	0.01041	7.33145e-02	0.550	0.09151	3.54563e+03	2.42723e+08	0	0	0
18.00000	3.54889	14.000000	1500	0.01041	9.82388e-01	0.550	0.09151	4.24963e+04	2.42723e+08	0	0	0
18.00000	3.54889	14.000000	1500	0.01041	1.31636e+01	0.550	0.09151	3.77469e+05	2.42723e+08	0	0	0
18.00000	3.54889	14.000000	1500	0.01041	1.76388e+02	0.550	0.09151	2.01820e+06	2.42723e+08	0	0	0
18.00000	3.54889	14.000000	1500	0.01041	2.36354e+03	0.550	0.09151	1.53742e+07	2.42723e+08	0	0	0
18.00000	3.54889	14.000000	1500	0.03443	7.33145e-02	1.000	1.00000	2.04473e-01	1.08191e+07	0	0	0
18.00000	3.54889	14.000000	1500	0.03443	9.82388e-01	1.000	1.00000	8.96535e+00	1.08191e+07	0	0	0
18.00000	3.54889	14.000000	1500	0.03443	1.31636e+01	1.000	1.00000	3.19708e+02	1.08191e+07	0	0	0
18.00000	3.54889	14.000000	1500	0.03443	1.76388e+02	1.000	1.00000	9.16624e+03	1.08191e+07	0	0	0
18.00000	3.54889	14.000000	1500	0.03443	2.36354e+03	1.000	1.00000	2.99197e+05	1.08191e+07	0	0	0
18.00000	2.42435	30.000000	400	0.01644	7.33145e-02	0.100	0.00115	0.00000e+00	1.73727e+06	10	1	1
18.00000	2.42435	30.000000	400	0.01644	9.82388e-01	0.100	0.00115	0.00000e+00	1.73727e+06	10	1	1
18.00000	2.42435	30.000000	400	0.01644	1.31636e+01	0.100	0.00115	0.00000e+00	1.73727e+06	10	1	1
18.00000	2.42435	30.000000	400	0.01644	1.76388e+02	0.100	0.00115	0.00000e+00	1.73727e+06	10	1	1
18.00000	2.42435	30.000000	400	0.01644	2.36354e+03	0.100	0.00115	0.00000e+00	1.73727e+06	10	1	1
18.00000	2.42435	30.000000	400	0.04070	7.33145e-02	0.220	0.00707	0.00000e+00	1.26684e+06	10	1	1
18.00000	2.42435	30.000000	400	0.04070	9.82388e-01	0.220	0.00707	0.00000e+00	1.26684e+06	10	1	1
18.00000	2.42435	30.000000	400	0.04070	1.31636e+01	0.220	0.00707	0.00000e+00	1.26684e+06	10	1	1
18.00000	2.42435	30.000000	400	0.04070	1.76388e+02	0.220	0.00707	0.00000e+00	1.26684e+06	10	1	1
18.00000	2.42435	30.000000	400	0.04070	2.36354e+03	0.220	0.00707	0.00000e+00	1.26684e+06	10	1	1
18.00000	2.42435	30.000000	400	0.05815	7.33145e-02	0.300	0.01442	0.00000e+00	6.65530e+05	10	1	1
18.00000	2.42435	30.000000	400	0.05815	9.82388e-01	0.300	0.01442	0.00000e+00	6.65530e+05	10	1	1
18.00000	2.42435	30.000000	400	0.05815	1.31636e+01	0.300	0.01442	0.00000e+00	6.65530e+05	10	1	1
18.00000	2.42435	30.000000	400	0.05815	1.76388e+02	0.300	0.01442	0.00000e+00	6.65530e+05	10	1	1
18.00000	2.42435	30.000000	400	0.05815	2.36354e+03	0.300	0.01442	0.00000e+00	6.65530e+05	10	1	1
18.00000	2.42435	30.000000	400	0.14646	7.33145e-02	0.550	0.09151	0.00000e+00	1.01119e+05	10	1	1
18.00000	2.42435	30.000000	400	0.14646	9.82388e-01	0.550	0.09151	0.00000e+00	1.01119e+05	10	1	1
18.00000	2.42435	30.000000	400	0.14646	1.31636e+01	0.550	0.09151	0.00000e+00	1.01119e+05	10	1	1
18.00000	2.42435	30.000000	400	0.14646	1.76388e+02	0.550	0.09151	0.00000e+00	1.01119e+05	10	1	1
18.00000	2.42435	30.000000	400	0.14646	2.36354e+03	0.550	0.09151	0.00000e+00	1.01119e+05	10	1	1
18.00000	2.42435	30.000000	400	0.48417	7.33145e-02	1.000	1.00000	0.00000e+00	9.05758e+03	10	1	1
18.00000	2.42435	30.000000	400	0.48417	9.82388e-01	1.000	1.00000	0.00000e+00	9.05758e+03	10	1	1
18.00000	2.42435	30.000000	400	0.48417	1.31636e+01	1.000	1.00000	0.00000e+00	9.05758e+03	10	1	1
18.00000	2.42435	30.000000	400	0.48417	1.76388e+02	1.000	1.00000	0.00000e+00	9.05758e+03	10	1	1
18.00000	2.42435	30.000000	400	0.48417	2.36354e+03	1.000	1.00000	0.00000e+00	9.05758e+03	10	1	1
18.00000	2.42435	30.000000	675	0.00577	7.33145e-02	0.100	0.00115	6.35101e-01	2.17332e+07	1	0	0
18.00000	2.42435	30.000000	675	0.00577	9.82388e-01	0.100	0.00115	8.51851e-01	2.17332e+07	1	0	0
18.00000	2.42435	30.000000	675	0.00577	1.31636e+01	0.100	0.00115	1.16077e+01	2.17332e+07	1	0	0
18.00000	2.42435	30.000000	675	0.00577	1.76388e+02	0.100	0.00115	9.49868e+02	2.17332e+07	1	0	0
18.00000	2.42435	30.000000	675	0.00577	2.36354e+03	0.100	0.00115	2.96786e+04	2.17332e+07	1	0	0
18.00000	2.42435	30.000000	675	0.01429	7.33145e-02	0.220	0.00707	0.00000e+00	1.24550e+07	10	1	1
18.00000	2.42435	30.000000	675	0.01429	9.82388e-01	0.220	0.00707	0.00000e+00	1.24550e+07	10	1	1
18.00000	2.42435	30.000000	675	0.01429	1.31636e+01	0.220	0.00707	0.00000e+00	1.24550e+07	10	1	1
18.00000	2.42435	30.000000	675	0.01429	1.76388e+02	0.220	0.00707	0.00000e+00	1.24550e+07	10	1	1
18.00000	2.42435	30.000000	675	0.01429	2.36354e+03	0.220	0.00707	0.00000e+00	1.24550e+07	10	1	1
18.00000	2.42435	30.000000	675	0.02042	7.33145e-02	0.300	0.01442	0.00000e+00	6.23097e+06	10	1	1
18.00000	2.42435	30.000000	675	0.02042	9.82388e-01	0.300	0.01442	0.00000e+00	6.23097e+06	10	1	1
18.00000	2.42435	30.000000	675	0.02042	1.31636e+01	0.300	0.01442	0.00000e+00	6.23097e+06	10	1	1
18.00000	2.42435	30.000000	675	0.02042	1.76388e+02	0.300	0.01442	0.00000e+00	6.23097e+06	10	1	1
18.00000	2.42435	30.000000	675	0.02042	2.36354e+03	0.300	0.01442	0.00000e+00	6.23097e+06	10	1	1
18.00000	2.42435	30.000000	675	0.05143	7.33145e-02	0.550	0.09151	0.00000e+00	8.75207e+05	10	1	1
18.00000	2.42435	30.000000	675	0.05143	9.82388e-01	0.550	0.09151	0.00000e+00	8.75207e+05	10	1	1
18.00000	2.42435	30.000000	675	0.05143	1.31636e+01	0.550	0.09151	0.00000e+00	8.75207e+05	10	1	1
18.00000	2.42435	30.000000	675	0.05143	1.76388e+02	0.550	0.09151	0.00000e+00	8.75207e+05	10	1	1
18.00000	2.42435	30.000000	675	0.05143	2.36354e+03	0.550	0.09151	0.00000e+00	8.75207e+05	10	1	1
18.00000	2.42435	30.000000	675	0.17002	7.33145e-02	1.000	1.00000	0.00000e+00	7.51661e+04	10	1	1
18.00000	2.42435	30.000000	675	0.17002	9.82388e-01	1.000	1.00000	0.00000e+00	7.51661e+04	10	1	1
18.00000	2.42435	30.000000	675	0.17002	1.31636e+01	1.000	1.00000	0.00000e+00	7.51661e+04	10	1	1
18.00000	2.42435	30.000000	675	0.17002	1.76388e+02	1.000	1.00000	0.00000e+00	7.51661e+04	10	1	1
18.00000	2.42435	30.000000	675	0.17002	2.36354e+03	1.000	1.00000	0.00000e+00	7.51661e+04	10	1	1
18.00000	2.42435	30.000000	950	0.00291	7.33145e-02	0.100	0.00115	0.00000e+00	2.53323e+08	10	1	1
18.00000	2.42435	30.000000	950	0.00291	9.82388e-01	0.100	0.00115	0.00000e+00	2.53323e+08	10	1	1
18.00000	2.42435	30.000000	950	0.00291	1.31636e+01	0.100	0.00115	0.00000e+00	2.53323e+08	10	1	1
18.00000	2.42435	30.000000	950	0.00291	1.76388e+02	0.100	0.00115	0.00000e+00	2.53323e+08	10	1	1
18.00000	2.42435	30.000000	950	0.00291	2.36354e+03	0.100	0.00115	0.00000e+00	2.53323e+08	10	1	1
18.00000	2.42435	30.000000	950	0.00722	7.33145e-02	0.220	0.00707	0.00000e+00	7.02859e+07	10	1	1
18.00000	2.42435	30.000000	950	0.00722	9.82388e-01	0.220	0.00707	0.00000e+00	7.02859e+07	10	1	1
18.00000	2.42435	30.000000	950	0.00722	1.31636e+01	0.220	0.00707	0.00000e+00	7.02859e+07	10	1	1
18.00000	2.42435	30.000000	950	0.00722	1.76388e+02	0.220	0.00707	0.00000e+00	7.02859e+07	10	1	1
18.00000	2.42435	30.000000	950	0.00722	2.36354e+03	0.220	0.00707	0.00000e+00	7.02859e+07	10	1	1
18.00000	2.42435	30.000000	950	0.01031	7.33145e-02	0.300	0.01442	0.00000e+00	3.16064e+07	10	1	1
18.00000	2.42435	30.000000	950	0.01031	9.82388e-01	0.300	0.01442	0.00000e+00	3.16064e+07	10	1	1
18.00000	2.42435	30.000000	950	0.01031	1.31636e+01	0.300	0.01442	0.00000e+00	3.16064e+07	10	1	1
18.00000	2.42435	30.000000	950	0.01031	1.76388e+02	0.300	0.01442	0.00000e+00	3.16064e+07	10	1	1
18.00000	2.42435	30.000000	950	0.01031	2.36354e+03	0.300	0.01442	2.96786e+04	3.16064e+07	1	0	0
18.00000	2.42435	30.000000	950	0.02597	7.33145e-02	0.550	0.09151	0.00000e+00	3.81999e+06	10	1	1
18.00000	2.42435	30.000000	950	0.02597	9.82388e-01	0.550	0.09151	0.00000e+00	3.81999e+06	10	1	1
18.00000	2.42435	30.000000	950	0.02597	1.31636e+01	0.550	0.09151	0.00000e+00	3.81999e+06	10	1	1
18.00000	2.42435	30.000000	950	0.02597	1.76388e+02	0.550	0.09151	0.00000e+00	3.81999e+06	10	1	1
18.00000	2.42435	30.000000	950	0.02597	2.36354e+03	0.550	0.09151	0.00000e+00	3.81999e+06	10	1	1
18.00000	2.42435	30.000000	950	0.08584	7.33145e-02	1.000	1.00000	0.00000e+00	3.05709e+05	10	1	1
18.00000	2.42435	30.000000	950	0.08584	9.82388e-01	1.000	1.00000	0.00000e+00	3.05709e+05	10	1	1
